chr	start	end	name	score	strand	symbol	tss	K562.ENCFF934YBO.TPM.txt.Expression	Expression	Expression.quantile	is_ue	cellType	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile.TSS1Kb	H3K27ac.RPM.TSS1Kb	H3K27ac.RPM.quantile.TSS1Kb	H3K27ac.RPKM.TSS1Kb	H3K27ac.RPKM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile.TSS1Kb	DHS.RPM.TSS1Kb	DHS.RPM.quantile.TSS1Kb	DHS.RPKM.TSS1Kb	DHS.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr22	18837630	18848564	LOC102725072	0	+	LOC102725072	18837630			0.082585	False	K562	0	0.000000	0.017953	0.017953	0.000000	0.017953	0.000000	0.017953	0.000000	0.017953	133	306.239221	0.436266	0.436266	28.007977	0.630162	119	304.864771	0.442549	0.442549	27.882273	0.630162	305.551996	0.438061	27.945125	0.622980	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	1	2.302551	0.070018	0.070018	2.302551	0.070018	0	0.000000	0.025135	0.025135	0.000000	0.025135	1.151275	0.028725	1.151275	0.028725	0.025135
chr22	18852555	18881944	LINC01663	0	-	LINC01663	18881944			0.082585	False	K562	7	31.991664	0.113106	0.113106	1.088559	0.050269	31.991664	0.113106	1.088559	0.050269	66	151.968335	0.289946	0.289946	5.170926	0.084381	57	146.027663	0.287253	0.287253	4.968786	0.091562	148.997999	0.289048	5.069856	0.087971	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	3	6.907652	0.175943	0.175943	6.907652	0.175943	4	10.247555	0.231598	0.231598	10.247555	0.231598	8.577603	0.201975	8.577603	0.201975	0.109515
chr22	18893735	18899601	DGCR6	0	+	DGCR6	18893735	6.050000	6.050000	0.617594	False	K562	20	91.404754	0.201975	0.201975	15.582126	0.400359	91.404754	0.201975	15.582126	0.400359	194	446.694804	0.543986	0.543986	76.149813	0.854578	169	432.959212	0.543986	0.543986	73.808253	0.852783	439.827008	0.545781	74.979033	0.852783	72	329.057114	0.742370	0.742370	329.057114	0.742370	329.057114	0.742370	329.057114	0.742370	207	476.627961	0.774686	0.774686	476.627961	0.774686	185	473.949433	0.784560	0.784560	473.949433	0.784560	475.288697	0.779174	475.288697	0.779174	0.786355
chr22	18900286	18924066	PRODH	0	-	PRODH	18924066	0.000000	0.000000	0.268402	False	K562	46	210.230934	0.342011	0.342011	8.840662	0.202873	210.230934	0.342011	8.840662	0.202873	143	329.264727	0.448833	0.448833	13.846288	0.378815	102	261.312661	0.398564	0.398564	10.988758	0.274686	295.288694	0.425494	12.417523	0.324955	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	3	6.907652	0.175943	0.175943	6.907652	0.175943	8	20.495111	0.336625	0.336625	20.495111	0.336625	13.701381	0.296230	13.701381	0.296230	0.250449
chr22	18958010	18982142	DGCR5	0	+	DGCR5	18958010	0.000000	0.000000	0.268402	False	K562	114	521.007098	0.507181	0.507181	21.589885	0.522442	521.007098	0.507181	21.589885	0.522442	327	752.934025	0.658887	0.658887	31.200647	0.671454	281	719.890761	0.655296	0.655296	29.831376	0.662478	736.412393	0.653501	30.516012	0.666068	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	19	43.748460	0.430880	0.430880	43.748460	0.430880	8	20.495111	0.336625	0.336625	20.495111	0.336625	32.121785	0.393178	32.121785	0.393178	0.287253
chr22	19005346	19007761	DGCR9	0	+	DGCR9	19005346	0.000000	0.000000	0.268402	False	K562	23	105.115467	0.226212	0.226212	43.526073	0.691203	105.115467	0.226212	43.526073	0.691203	29	66.773966	0.162478	0.162478	27.649675	0.626571	35	89.666109	0.201077	0.201077	37.128824	0.723519	78.220037	0.181329	32.389249	0.691203	6	27.421426	0.410233	0.410233	27.421426	0.410233	27.421426	0.410233	27.421426	0.410233	16	36.840809	0.403950	0.403950	36.840809	0.403950	25	64.047221	0.484740	0.484740	64.047221	0.484740	50.444015	0.452424	50.444015	0.452424	0.439856
chr22	19010136	19011063	DGCR10	0	+	DGCR10	19010136	0.000000	0.000000	0.268402	False	K562	6	27.421426	0.105027	0.105027	29.580827	0.601436	27.421426	0.105027	29.580827	0.601436	36	82.891819	0.184919	0.184919	89.419438	0.863555	22	56.361554	0.140934	0.140934	60.799951	0.827648	69.626687	0.166966	75.109694	0.854578	7	31.991664	0.430880	0.430880	31.991664	0.430880	31.991664	0.430880	31.991664	0.430880	38	87.496920	0.512567	0.512567	87.496920	0.512567	22	56.361554	0.471275	0.471275	56.361554	0.471275	71.929237	0.495512	71.929237	0.495512	0.464991
chr22	19023794	19109967	DGCR2	0	-	DGCR2	19109967	40.240000	40.240000	0.845601	False	K562	1445	6603.993474	0.967684	0.967684	76.636458	0.811490	6603.993474	0.967684	76.636458	0.811490	2957	6808.641933	0.974865	0.974865	79.011314	0.856373	2762	7075.936947	0.974865	0.974865	82.113155	0.865350	6942.289440	0.974865	80.562235	0.859964	67	306.205926	0.714542	0.714542	306.205926	0.714542	306.205926	0.714542	306.205926	0.714542	736	1694.677194	0.944345	0.944345	1694.677194	0.944345	691	1770.265181	0.949731	0.949731	1770.265181	0.949731	1732.471188	0.946140	1732.471188	0.946140	0.843806
chr22	19033674	19035888	DGCR11	0	-	DGCR11	19035888	3.770000	3.770000	0.563734	False	K562	24	109.685705	0.234291	0.234291	49.541872	0.719928	109.685705	0.234291	49.541872	0.719928	29	66.773966	0.162478	0.162478	30.159876	0.651706	46	117.846886	0.255835	0.255835	53.228043	0.806104	92.310426	0.193896	41.693959	0.745063	18	82.264279	0.537702	0.537702	82.264279	0.537702	82.264279	0.537702	82.264279	0.537702	16	36.840809	0.403950	0.403950	36.840809	0.403950	14	35.866444	0.417415	0.417415	35.866444	0.417415	36.353626	0.411131	36.353626	0.411131	0.473968
chr22	19117791	19132190	DGCR14	0	-	DGCR14	19132190	35.200000	35.200000	0.827648	False	K562	310	1416.773686	0.761221	0.761221	98.393894	0.850987	1416.773686	0.761221	98.393894	0.850987	452	1040.752842	0.751346	0.751346	72.279522	0.843806	425	1088.802752	0.763016	0.763016	75.616553	0.856373	1064.777797	0.755835	73.948038	0.845601	113	516.436860	0.824057	0.824057	516.436860	0.824057	516.436860	0.824057	516.436860	0.824057	1655	3810.721136	0.987433	0.987433	3810.721136	0.987433	1396	3576.396806	0.989228	0.989228	3576.396806	0.989228	3693.558971	0.987433	3693.558971	0.987433	0.924596
chr22	19118320	19120136	TSSK2	0	+	TSSK2	19118320	0.000000	0.000000	0.268402	False	K562	16	73.123803	0.187612	0.187612	40.266411	0.673250	73.123803	0.187612	40.266411	0.673250	48	110.522426	0.216338	0.216338	60.860367	0.820467	39	99.913664	0.217235	0.217235	55.018538	0.811490	105.218045	0.220826	57.939452	0.820467	10	45.702377	0.484740	0.484740	45.702377	0.484740	45.702377	0.484740	45.702377	0.484740	33	75.984168	0.491921	0.491921	75.984168	0.491921	29	74.294776	0.510772	0.510772	74.294776	0.510772	75.139472	0.502693	75.139472	0.502693	0.491921
chr22	19136503	19137796	GSC2	0	-	GSC2	19137796	0.000000	0.000000	0.268402	False	K562	3	13.710713	0.065530	0.065530	10.603800	0.262118	13.710713	0.065530	10.603800	0.262118	7	16.117854	0.043986	0.043986	12.465471	0.326750	8	20.495111	0.056553	0.056553	15.850820	0.420108	18.306482	0.052065	14.158146	0.387792	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	0	0.000000	0.020646	0.020646	0.000000	0.020646	1	2.561889	0.077199	0.077199	2.561889	0.077199	1.280944	0.043088	1.280944	0.043088	0.032316
chr22	19159218	19160345	LINC01311	0	+	LINC01311	19159218			0.082585	False	K562	342	1563.021293	0.776481	0.776481	1386.886684	0.996409	1563.021293	0.776481	1386.886684	0.996409	132	303.936671	0.431777	0.431777	269.686487	0.964093	97	248.503216	0.389587	0.389587	220.499748	0.956912	276.219944	0.405745	245.093118	0.960503	334	1526.459391	0.951526	0.951526	1526.459391	0.951526	1526.459391	0.951526	1526.459391	0.951526	374	861.153900	0.874327	0.874327	861.153900	0.874327	319	817.242537	0.876122	0.876122	817.242537	0.876122	839.198218	0.876122	839.198218	0.876122	0.942549
chr22	19163087	19166376	SLC25A1	0	-	SLC25A1	19166376	195.170000	195.170000	0.965889	False	K562	282	1288.807031	0.736984	0.736984	391.853764	0.974865	1288.807031	0.736984	391.853764	0.974865	437	1006.214584	0.744165	0.744165	305.933288	0.967684	449	1150.288084	0.773788	0.773788	349.737940	0.980251	1078.251334	0.757630	327.835614	0.969479	133	607.841614	0.851885	0.851885	607.841614	0.851885	607.841614	0.851885	607.841614	0.851885	589	1356.202265	0.921005	0.921005	1356.202265	0.921005	536	1373.172413	0.931777	0.931777	1373.172413	0.931777	1364.687339	0.928187	1364.687339	0.928187	0.912029
chr22	19166986	19279239	CLTCL1	0	-	CLTCL1	19279239	6.530000	6.530000	0.631957	False	K562	1316	6014.432811	0.960503	0.960503	53.579261	0.741472	6014.432811	0.960503	53.579261	0.741472	3612	8316.812533	0.983842	0.983842	74.089891	0.847397	3393	8692.488798	0.985637	0.985637	77.436583	0.863555	8504.650666	0.985637	75.763237	0.856373	136	621.552327	0.859066	0.859066	621.552327	0.859066	621.552327	0.859066	621.552327	0.859066	241	554.914679	0.812388	0.812388	554.914679	0.812388	194	497.006433	0.792639	0.792639	497.006433	0.792639	525.960556	0.795332	525.960556	0.795332	0.849192
chr22	19318223	19419219	HIRA	0	-	HIRA	19419219	60.120000	60.120000	0.886894	False	K562	2898	13244.548849	0.994614	0.994614	131.139341	0.885099	13244.548849	0.994614	131.139341	0.885099	5329	12270.291802	0.994614	0.994614	121.492849	0.915619	4836	12389.294379	0.994614	0.994614	122.671139	0.913824	12329.793091	0.994614	122.081994	0.913824	316	1444.195113	0.947935	0.947935	1444.195113	0.947935	1444.195113	0.947935	1444.195113	0.947935	240	552.612128	0.808797	0.808797	552.612128	0.808797	215	550.806098	0.818671	0.818671	550.806098	0.818671	551.709113	0.816876	551.709113	0.816876	0.904847
chr22	19419424	19423601	MRPL40	0	+	MRPL40	19419424	165.720000	165.720000	0.955117	False	K562	593	2710.150955	0.882406	0.882406	648.827138	0.987433	2710.150955	0.882406	648.827138	0.987433	1355	3119.955975	0.921005	0.921005	746.937030	0.989228	1269	3251.036925	0.926391	0.926391	778.318632	0.994614	3185.496450	0.924596	762.627831	0.989228	346	1581.302244	0.953321	0.953321	1581.302244	0.953321	1581.302244	0.953321	1581.302244	0.953321	641	1475.934893	0.934470	0.934470	1475.934893	0.934470	557	1426.972078	0.937163	0.937163	1426.972078	0.937163	1451.453486	0.937163	1451.453486	0.937163	0.962298
chr22	19430672	19435755	C22orf39	0	-	C22orf39	19435755	90.020000	90.020000	0.915619	False	K562	373	1704.698661	0.797127	0.797127	335.372548	0.969479	1704.698661	0.797127	335.372548	0.969479	770	1772.963912	0.843806	0.843806	348.802658	0.973070	698	1788.198403	0.847397	0.847397	351.799804	0.982047	1780.581158	0.849192	350.301231	0.980251	141	644.403515	0.868941	0.868941	644.403515	0.868941	644.403515	0.868941	644.403515	0.868941	465	1070.685999	0.897666	0.897666	1070.685999	0.897666	454	1163.097529	0.910233	0.910233	1163.097529	0.910233	1116.891764	0.903052	1116.891764	0.903052	0.908438
chr22	19437463	19466738	UFD1	0	-	UFD1	19466738			0.082585	False	K562	1006	4597.659124	0.943447	0.943447	157.050696	0.912029	4597.659124	0.943447	157.050696	0.912029	901	2074.598032	0.868941	0.868941	70.865859	0.838420	884	2264.709725	0.888689	0.888689	77.359854	0.861759	2169.653879	0.874327	74.112857	0.849192	980	4478.832944	1.000000	1.000000	4478.832944	1.000000	4478.832944	1.000000	4478.832944	1.000000	1112	2560.436195	0.964093	0.964093	2560.436195	0.964093	1104	2828.325268	0.971275	0.971275	2828.325268	0.971275	2694.380731	0.965889	2694.380731	0.965889	0.987433
chr22	19467348	19508135	CDC45	0	+	CDC45	19467348	316.990000	316.990000	0.983842	False	K562	762	3482.521126	0.912029	0.912029	85.383115	0.831239	3482.521126	0.912029	85.383115	0.831239	1598	3679.475755	0.931777	0.931777	90.211973	0.870736	1595	4086.212683	0.937163	0.937163	100.184193	0.890485	3882.844219	0.935368	95.198083	0.881508	819	3743.024675	0.998205	0.998205	3743.024675	0.998205	3743.024675	0.998205	3743.024675	0.998205	2099	4833.053573	0.998205	0.998205	4833.053573	0.998205	1923	4926.512219	0.998205	0.998205	4926.512219	0.998205	4879.782896	0.998205	4879.782896	0.998205	1.000000
chr22	19510546	19512860	CLDN5	0	-	CLDN5	19512860	0.000000	0.000000	0.268402	False	K562	8	36.561902	0.121185	0.121185	15.800303	0.407540	36.561902	0.121185	15.800303	0.407540	57	131.245381	0.250449	0.250449	56.717969	0.807899	41	105.037442	0.230700	0.230700	45.392153	0.764811	118.141411	0.245961	51.055061	0.791741	3	13.710713	0.310592	0.310592	13.710713	0.310592	13.710713	0.310592	13.710713	0.310592	34	78.286718	0.495512	0.495512	78.286718	0.495512	27	69.170998	0.503591	0.503591	69.170998	0.503591	73.728858	0.499102	73.728858	0.499102	0.411131
chr22	19553652	19554362	LINC00895	0	-	LINC00895	19554362			0.082585	False	K562	11	50.272615	0.143627	0.143627	70.806500	0.798923	50.272615	0.143627	70.806500	0.798923	21	48.353561	0.117594	0.117594	68.103607	0.833034	17	43.552110	0.115799	0.115799	61.341000	0.829443	45.952836	0.111311	64.722304	0.831239	12	54.842852	0.509874	0.509874	54.842852	0.509874	54.842852	0.509874	54.842852	0.509874	23	52.958662	0.451526	0.451526	52.958662	0.451526	21	53.799665	0.466786	0.466786	53.799665	0.466786	53.379164	0.461400	53.379164	0.461400	0.490126
chr22	19701986	19710845	SEPT5	0	+	SEPT5	19701986	133.970000	133.970000	0.946140	False	K562	999	4565.667460	0.938959	0.938959	515.370523	0.983842	4565.667460	0.938959	515.370523	0.983842	1433	3299.554917	0.924596	0.924596	372.452299	0.978456	1125	2882.124933	0.917415	0.917415	325.332987	0.971275	3090.839925	0.922801	348.892643	0.978456	26	118.826180	0.579892	0.579892	118.826180	0.579892	118.826180	0.579892	118.826180	0.579892	79	181.901492	0.604129	0.604129	181.901492	0.604129	53	135.780108	0.563734	0.563734	135.780108	0.563734	158.840800	0.588869	158.840800	0.588869	0.579892
chr22	19704742	19712297	SEPT5-GP1BB	0	+	SEPT5-GP1BB	19704742			0.082585	False	K562	1245	5689.945934	0.956912	0.956912	753.136457	0.989228	5689.945934	0.956912	753.136457	0.989228	2790	6424.115993	0.971275	0.971275	850.313169	0.992819	2188	5605.412759	0.956912	0.956912	741.947420	0.989228	6014.764376	0.965889	796.130295	0.992819	11	50.272615	0.500000	0.500000	50.272615	0.500000	50.272615	0.500000	50.272615	0.500000	42	96.707122	0.527828	0.527828	96.707122	0.527828	20	51.237777	0.462298	0.462298	51.237777	0.462298	73.972450	0.500898	73.972450	0.500898	0.497307
chr22	19711065	19712297	GP1BB	0	+	GP1BB	19711065	82.060000	82.060000	0.910233	False	K562	260	1188.261801	0.721724	0.721724	964.498216	0.992819	1188.261801	0.721724	964.498216	0.992819	543	1250.284941	0.788151	0.788151	1014.841673	0.996409	383	981.203422	0.742370	0.742370	796.431349	0.996409	1115.744181	0.768402	905.636511	0.996409	453	2070.317677	0.976661	0.976661	2070.317677	0.976661	2070.317677	0.976661	2070.317677	0.976661	1337	3078.510066	0.974865	0.974865	3078.510066	0.974865	1079	2764.278047	0.968582	0.968582	2764.278047	0.968582	2921.394056	0.973070	2921.394056	0.973070	0.985637
chr22	19744225	19771112	TBX1	0	+	TBX1	19744225	10.560000	10.560000	0.684022	False	K562	699	3194.596151	0.901257	0.901257	118.815641	0.876122	3194.596151	0.901257	118.815641	0.876122	2751	6334.316522	0.969479	0.969479	235.590305	0.956912	2566	6573.806736	0.971275	0.971275	244.497591	0.960503	6454.061629	0.971275	240.043948	0.956912	12	54.842852	0.509874	0.509874	54.842852	0.509874	54.842852	0.509874	54.842852	0.509874	148	340.777479	0.716338	0.716338	340.777479	0.716338	137	350.978770	0.736984	0.736984	350.978770	0.736984	345.878124	0.718133	345.878124	0.718133	0.599641
chr22	19775933	19842462	GNB1L	0	-	GNB1L	19842462	30.250000	30.250000	0.806104	False	K562	1438	6572.001810	0.965889	0.965889	98.784016	0.854578	6572.001810	0.965889	98.784016	0.854578	3488	8031.296267	0.980251	0.980251	120.718728	0.912029	3113	7975.159926	0.982047	0.982047	119.874941	0.912029	8003.228096	0.980251	120.296834	0.912029	371	1695.558186	0.960503	0.960503	1695.558186	0.960503	1695.558186	0.960503	1695.558186	0.960503	1449	3336.395726	0.978456	0.978456	3336.395726	0.978456	1242	3181.865926	0.978456	0.978456	3181.865926	0.978456	3259.130826	0.980251	3259.130826	0.980251	0.982047
chr22	19833660	19842371	C22orf29	0	-	C22orf29	19842371	23.150000	23.150000	0.772890	False	K562	632	2888.390225	0.890485	0.890485	331.579638	0.967684	2888.390225	0.890485	331.579638	0.967684	650	1496.657848	0.824057	0.824057	171.812404	0.944345	550	1409.038856	0.807899	0.807899	161.753973	0.935368	1452.848352	0.815081	166.783188	0.942549	362	1654.426047	0.957810	0.957810	1654.426047	0.957810	1654.426047	0.957810	1654.426047	0.957810	1453	3345.605928	0.980251	0.980251	3345.605928	0.980251	1238	3171.618371	0.976661	0.976661	3171.618371	0.976661	3258.612149	0.978456	3258.612149	0.978456	0.980251
chr22	19863040	19929515	TXNRD2	0	-	TXNRD2	19929515	40.260000	40.260000	0.847397	False	K562	1356	6197.242319	0.963196	0.963196	93.226661	0.842011	6197.242319	0.963196	93.226661	0.842011	2603	5993.539043	0.965889	0.965889	90.162302	0.868941	2257	5782.183088	0.964093	0.964093	86.982822	0.872531	5887.861066	0.964093	88.572562	0.872531	459	2097.739103	0.978456	0.978456	2097.739103	0.978456	2097.739103	0.978456	2097.739103	0.978456	188	432.879501	0.764811	0.764811	432.879501	0.764811	134	343.293103	0.726212	0.726212	343.293103	0.726212	388.086302	0.750449	388.086302	0.750449	0.879713
chr22	19929262	19957498	COMT	0	+	COMT	19929262	198.070000	198.070000	0.967684	True	K562	1842	8418.377840	0.982047	0.982047	298.143428	0.962298	8418.377840	0.982047	298.143428	0.962298	3164	7285.269893	0.976661	0.976661	258.013525	0.960503	2806	7188.660055	0.976661	0.976661	254.592012	0.962298	7236.964974	0.976661	256.302769	0.962298	477	2180.003382	0.980251	0.980251	2180.003382	0.980251	2180.003382	0.980251	2180.003382	0.980251	211	485.838163	0.780969	0.780969	485.838163	0.780969	168	430.397323	0.765709	0.765709	430.397323	0.765709	458.117743	0.771993	458.117743	0.771993	0.899461
chr22	19957401	20004309	ARVCF	0	-	ARVCF	20004309	31.610000	31.610000	0.815081	False	K562	1010	4615.940075	0.946140	0.946140	98.404112	0.852783	4615.940075	0.946140	98.404112	0.852783	2230	5134.687694	0.953321	0.953321	109.462942	0.899461	2006	5139.148992	0.952424	0.952424	109.558050	0.906643	5136.918343	0.953321	109.510496	0.904847	60	274.214262	0.696589	0.696589	274.214262	0.696589	274.214262	0.696589	274.214262	0.696589	539	1241.074738	0.912029	0.912029	1241.074738	0.912029	561	1437.219633	0.938959	0.938959	1437.219633	0.938959	1339.147186	0.924596	1339.147186	0.924596	0.827648
chr22	20008591	20054687	TANGO2	0	+	TANGO2	20008591	78.220000	78.220000	0.904847	False	K562	2080	9506.094412	0.987433	0.987433	206.223846	0.937163	9506.094412	0.987433	206.223846	0.937163	3658	8422.729858	0.985637	0.985637	182.721491	0.947935	3073	7872.684373	0.980251	0.980251	170.788883	0.944345	8147.707115	0.982047	176.755187	0.946140	333	1521.889153	0.949731	0.949731	1521.889153	0.949731	1521.889153	0.949731	1521.889153	0.949731	479	1102.921706	0.901257	0.901257	1102.921706	0.901257	473	1211.773416	0.913824	0.913824	1211.773416	0.913824	1157.347561	0.910233	1157.347561	0.910233	0.949731
chr22	20067754	20099400	DGCR8	0	+	DGCR8	20067754	99.980000	99.980000	0.928187	False	K562	1633	7463.198161	0.973070	0.973070	235.833855	0.944345	7463.198161	0.973070	235.833855	0.944345	1460	3361.723781	0.928187	0.928187	106.229027	0.895871	1396	3576.396806	0.929982	0.929982	113.012602	0.908438	3469.060294	0.928187	109.620814	0.906643	221	1010.022531	0.919210	0.919210	1010.022531	0.919210	1010.022531	0.919210	1010.022531	0.919210	987	2272.617378	0.960503	0.960503	2272.617378	0.960503	921	2359.499612	0.962298	0.962298	2359.499612	0.962298	2316.058495	0.960503	2316.058495	0.960503	0.956912
chr22	20099388	20104818	TRMT2A	0	-	TRMT2A	20104818	192.330000	192.330000	0.964093	False	K562	527	2408.515267	0.858169	0.858169	443.557139	0.982047	2408.515267	0.858169	443.557139	0.982047	1036	2385.442354	0.886894	0.886894	439.307984	0.985637	870	2228.843282	0.883303	0.883303	410.468376	0.983842	2307.142818	0.886894	424.888180	0.983842	259	1183.691564	0.938959	0.938959	1183.691564	0.938959	1183.691564	0.938959	1183.691564	0.938959	1468	3380.144186	0.983842	0.983842	3380.144186	0.983842	1299	3327.893589	0.982047	0.982047	3327.893589	0.982047	3354.018888	0.983842	3354.018888	0.983842	0.974865
chr22	20104946	20114880	RANBP1	0	+	RANBP1	20104946	1670.440000	1670.440000	0.998205	False	K562	740	3381.975897	0.908438	0.908438	340.444524	0.971275	3381.975897	0.908438	340.444524	0.971275	631	1452.909388	0.820467	0.820467	146.256230	0.933573	629	1611.428074	0.829443	0.829443	162.213416	0.937163	1532.168731	0.820467	154.234823	0.935368	236	1078.576097	0.924596	0.924596	1078.576097	0.924596	1078.576097	0.924596	1078.576097	0.924596	1463	3368.631433	0.982047	0.982047	3368.631433	0.982047	1303	3338.141145	0.983842	0.983842	3338.141145	0.983842	3353.386289	0.982047	3353.386289	0.982047	0.967684
chr22	20119363	20135530	ZDHHC8	0	+	ZDHHC8	20119363	80.580000	80.580000	0.908438	False	K562	150	685.535655	0.598743	0.598743	42.403393	0.684022	685.535655	0.598743	42.403393	0.684022	294	676.949857	0.630162	0.630162	41.872324	0.752244	247	632.786541	0.629264	0.629264	39.140628	0.734291	654.868199	0.630162	40.506476	0.739677	17	77.694041	0.533214	0.533214	77.694041	0.533214	77.694041	0.533214	77.694041	0.533214	23	52.958662	0.451526	0.451526	52.958662	0.451526	27	69.170998	0.503591	0.503591	69.170998	0.503591	61.064830	0.473968	61.064830	0.473968	0.499102
chr22	20136108	20137431	CCDC188	0	-	CCDC188	20137431			0.082585	False	K562	5	22.851188	0.094255	0.094255	17.272251	0.439856	22.851188	0.094255	17.272251	0.439856	20	46.051011	0.110413	0.110413	34.808020	0.705566	9	23.056999	0.063734	0.063734	17.427815	0.479354	34.554005	0.095153	26.117918	0.606822	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	6	13.815303	0.290844	0.290844	13.815303	0.290844	6	15.371333	0.298025	0.298025	15.371333	0.298025	14.593318	0.306104	14.593318	0.306104	0.253142
chr22	20186252	20192441	LOC284865	0	-	LOC284865	20192441			0.082585	False	K562	76	347.338065	0.423698	0.423698	56.121840	0.752244	347.338065	0.423698	56.121840	0.752244	160	368.408086	0.487433	0.487433	59.526270	0.818671	163	417.587879	0.532316	0.532316	67.472593	0.836625	392.997982	0.517056	63.499432	0.824057	6	27.421426	0.410233	0.410233	27.421426	0.410233	27.421426	0.410233	27.421426	0.410233	15	34.538258	0.397666	0.397666	34.538258	0.397666	11	28.180777	0.382406	0.382406	28.180777	0.382406	31.359518	0.385996	31.359518	0.385996	0.414722
chr22	20193854	20196060	LINC00896	0	+	LINC00896	20193854	0.880000	0.880000	0.504488	False	K562	256	1169.980851	0.716338	0.716338	530.363033	0.985637	1169.980851	0.716338	530.363033	0.985637	420	967.071225	0.736984	0.736984	438.382242	0.983842	364	932.527534	0.726212	0.726212	422.723270	0.985637	949.799379	0.734291	430.552756	0.985637	219	1000.882056	0.917415	0.917415	1000.882056	0.917415	1000.882056	0.917415	1000.882056	0.917415	402	925.625315	0.881508	0.881508	925.625315	0.881508	362	927.403756	0.888689	0.888689	927.403756	0.888689	926.514536	0.885099	926.514536	0.885099	0.922801
chr22	20228937	20255816	RTN4R	0	-	RTN4R	20255816	0.870000	0.870000	0.501795	False	K562	220	1005.452294	0.680431	0.680431	37.406611	0.649910	1005.452294	0.680431	37.406611	0.649910	771	1775.266463	0.846499	0.846499	66.046596	0.827648	657	1683.160961	0.834829	0.834829	62.619925	0.833034	1729.213712	0.840215	64.333261	0.827648	10	45.702377	0.484740	0.484740	45.702377	0.484740	45.702377	0.484740	45.702377	0.484740	59	135.850482	0.570916	0.570916	135.850482	0.570916	69	176.770329	0.606822	0.606822	176.770329	0.606822	156.310405	0.585278	156.310405	0.585278	0.527828
